=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2022.11.21 17:05:17 =~=~=~=~=~=~=~=~=~=~=~=,,,
X,Y,Z,M
-0.2,-0.49,0.69,0.87
-0.29,-0.39,0.69,0.84
-0.49,-0.2,0.88,1.03
-0.29,-0.39,0.78,0.92
-0.2,-0.49,0.78,0.94
-0.2,-0.39,0.2,0.48
-0.29,-0.59,0.39,0.77
-0.39,-0.69,0.39,0.88
0,-0.29,0.29,0.42
0,-0.59,0.59,0.83
0,-0.49,0.59,0.77
-0.29,-0.39,0.59,0.77
-0.2,-0.29,0.39,0.53
-0.29,-0.49,0.39,0.69
0,-0.69,0.2,0.71
-0.29,-0.39,0.1,0.5
-0.39,-0.39,0.39,0.68
0,-0.29,0.1,0.31
-0.39,-0.39,0.49,0.74
0,-0.59,0.29,0.66
-0.2,-0.69,0.49,0.87
-0.2,-0.49,0.49,0.72
-0.2,-0.39,0,0.44
-0.2,-0.39,0.1,0.45
0,-0.39,0.1,0.4
0,-0.2,0.1,0.22
-0.2,-0.39,0.2,0.48
-0.49,-0.59,0,0.77
-0.39,-0.49,0,0.63
0,-0.29,0,0.29
-0.29,-0.49,-0.69,0.89
-0.2,-0.39,-0.78,0.9
-0.29,-0.39,-0.78,0.92
-0.49,-0.2,-0.98,1.11
-0.29,-0.39,-0.59,0.77
-0.29,-0.29,-0.88,0.97
0,-0.49,0,0.49
-0.49,-0.39,0,0.63
-0.39,-0.49,-0.29,0.69
-0.49,-0.2,-0.69,0.87
0,0,-0.78,0.78
-0.29,-0.39,-0.88,1.01
-0.29,-0.29,-1.37,1.43
-0.59,-0.39,-0.98,1.21
0,0,-0.78,0.78
-0.29,0,-0.49,0.57
-0.29,-0.59,-0.88,1.1
-0.2,-0.2,-0.49,0.56
0,-0.59,-0.39,0.71
-0.29,-0.39,-0.39,0.63
0,-0.69,-0.78,1.04
-0.2,-0.49,-0.78,0.94
0,-0.29,-1.37,1.4
-0.2,-0.29,-0.88,0.95
0,-0.69,-0.78,1.04
0,-0.39,-0.88,0.96
0,-0.29,-0.39,0.49
0,-0.49,-0.39,0.63
0,-0.49,-0.29,0.57
0,-0.69,-0.69,0.97
0,-0.2,-0.78,0.81
0.1,-0.29,-0.78,0.84
0,-0.2,-0.78,0.81
0,-0.29,-0.98,1.02
0,-0.49,-0.78,0.92
0.1,0,-0.59,0.6
0.1,-0.39,-0.39,0.56
0,-0.39,-0.39,0.55
0,-0.39,0,0.39
0,-0.29,-0.78,0.84
0,-0.49,-0.98,1.1
0,-0.69,-0.88,1.12
0.1,-0.59,-0.69,0.91
0.1,-0.69,-0.69,0.97
0,-0.49,-0.69,0.84
0.2,-0.29,-0.29,0.46
0.29,-0.78,-0.39,0.92
0.1,-0.2,-0.59,0.63
0.2,-0.39,-0.78,0.9
0.1,-0.39,-0.69,0.8
0.1,-0.49,-0.98,1.1
0.2,-0.39,-0.78,0.9
0,-0.39,-0.88,0.96
0.39,-0.39,-0.78,0.96
0.39,-0.49,-0.78,1
0.29,-0.2,-0.29,0.46
0.49,-0.39,-0.69,0.93
0.2,-0.49,-0.59,0.79
0.49,-0.29,-0.59,0.82
0.59,-0.39,-0.78,1.06
0.49,-0.49,-0.78,1.05
0.59,-0.39,-0.78,1.06
0.59,-0.59,-0.69,1.08
0.78,-0.49,-0.29,0.97
0.59,-0.29,-0.69,0.95
0.69,-0.39,-0.39,0.88
0.88,-0.49,-0.29,1.05
0.69,-0.39,-0.59,0.98
0.49,-0.29,-0.69,0.89
0.88,-0.49,-0.29,1.05
0.78,-0.69,-0.78,1.3
0.78,-0.49,-0.69,1.15
0.78,-0.39,-0.69,1.11
0.98,-0.39,-0.59,1.21
0.78,-0.39,-0.69,1.11
1.08,-0.69,0,1.28
0.98,-0.49,-0.49,1.2
1.08,-0.49,-0.49,1.28
0.78,-0.59,0,0.98
0.59,6.47,200.54,200.64
-122.16,-40.17,-20.18,130.17
-16.95,41.54,-28.21,53
24.2,-17.14,7.94,30.7
-8.72,15.77,-7.94,19.69
25.96,-25.08,-45.06,57.74
-10.48,-13.52,-14.69,22.55
2.06,-4.21,2.25,5.2
8.03,4.02,7.84,11.92
0.1,14.99,31.35,34.75
-12.15,1.47,-2.55,12.5
4.31,-1.96,-5.49,7.25
-1.76,-2.45,1.86,3.55
1.86,2.84,0.39,3.42
-7.05,0.29,-0.69,7.09
-2.16,0,-3.53,4.13
-0.69,0,-2.16,2.26
0,0.59,-1.57,1.67
0.1,-1.86,0,1.86
1.08,-2.45,0.49,2.72
0.29,-0.59,0.88,1.1
-1.08,1.27,0,1.67
-1.27,0.98,-0.39,1.65
0,2.84,8.13,8.61
-3.33,-3.13,-3.82,5.96
-1.76,-1.08,-2.25,3.06
0.29,-2.35,-0.78,2.5
0.39,-1.67,-1.27,2.13
-1.08,-0.78,-0.78,1.55
0,1.86,-0.88,2.06
0.2,-0.69,-1.57,1.72
-2.74,-1.47,-2.06,3.73
2.65,0.1,-1.08,2.86
1.08,-0.88,-0.59,1.51
-0.88,7.35,100.32,100.59
1.96,4.31,8.23,9.49
5.09,-6.66,-8.43,11.89
-4.31,-1.18,0.29,4.48
12.83,3.53,0,13.31
6.27,-0.59,3.04,6.99
1.86,-3.92,0.59,4.38
-3.04,1.47,2.65,4.29
0.88,-0.78,-1.47,1.88
-1.67,0,-0.49,1.74
-1.67,-2.06,-1.57,3.08
0,1.57,2.45,2.91
0,-3.23,-0.49,3.27
2.25,-3.43,-0.39,4.12
-1.96,0.39,-0.98,2.23
2.74,7.15,1.47,7.8
0.1,1.18,0.98,1.53
-1.18,-0.59,0.1,1.32
-1.18,0.69,0,1.36
0.39,-2.25,-2.94,3.72
1.18,-1.96,2.16,3.14
0,-1.18,0.39,1.24
0.2,-0.98,1.18,1.54
0,0.59,0.59,0.83
0.39,-0.88,0,0.96
0.29,-1.27,0.49,1.4
-0.2,-0.88,1.18,1.48
0.49,-0.88,0.49,1.12
0,0.29,0.98,1.02
-0.29,-0.39,0.39,0.63
0,-0.59,0.39,0.71
0.59,-0.69,0.88,1.26
0.29,-0.59,0.88,1.1
0,-0.59,0.98,1.14
0.1,-0.29,0.88,0.93
0,0.1,0.1,0.14
0.59,-0.59,0.59,1.02
0,-0.59,0.49,0.77
0,-0.59,1.27,1.4
0.29,0,0.59,0.66
0.2,-0.39,0.69,0.81
0,-0.29,0.1,0.31
0.39,-0.78,0.69,1.11
0.2,-0.88,0.88,1.26
0,-0.29,0.78,0.84
0,-0.49,0.69,0.84
0,-0.39,0.69,0.79
0.29,-0.2,0.49,0.6
0,-0.29,0.49,0.57
0,-0.2,0.59,0.62
0,-0.29,0.49,0.57
0.2,-0.39,0.59,0.73
0.2,-0.39,0.69,0.81
0,-0.39,0.69,0.79
0.29,0,0.49,0.57
0,-0.2,0.59,0.62
0.2,-0.39,0.29,0.53
0.2,-0.29,0.69,0.77
0,-0.2,0.59,0.62
0.1,-0.39,0.29,0.5
0,-0.39,0.88,0.96
0.2,-0.29,0.88,0.95
0.1,-0.29,0.88,0.93
0.2,-0.49,0.88,1.03
0.2,-0.39,0.59,0.73
0.1,-0.49,0.69,0.85
0.1,-0.29,0.69,0.75
0.1,-0.39,0.39,0.56
0.1,-0.29,0.69,0.75
0.2,-0.39,0.49,0.66
0,-0.29,0.59,0.66
0,-0.2,0.59,0.62
0,-0.39,0.69,0.79
0.2,-0.39,0.98,1.07
0.2,-0.49,0.98,1.11
0.2,-0.49,0.59,0.79
0,-0.49,0.59,0.77
0.1,-0.49,0.59,0.77
0.29,-0.2,0.78,0.86
0.1,-0.49,0.69,0.85
0.29,-0.29,0.69,0.8
0,-0.2,0.59,0.62
0.1,-0.29,0.39,0.5
0.2,0,0.59,0.62
0.1,-0.39,0.69,0.8
0.1,-0.49,0.59,0.77
0.1,-0.39,0.78,0.88
0,-0.59,0.2,0.62
0.1,-0.39,0.88,0.97
0,0,0.88,0.88
0.1,-0.49,0.49,0.7
0,-0.29,0.49,0.57
0.1,-0.29,0.59,0.66
-0.29,0,0.39,0.49
0.1,-0.39,0.69,0.8
0.2,-0.49,0.59,0.79
0.1,-0.49,0.49,0.7
0.1,-0.59,0.49,0.77
0,-0.39,0.59,0.71
0.1,-0.59,0.49,0.77
0.29,0,0.78,0.84
0,-0.78,0.39,0.88
0,-0.1,0.29,0.31
0.2,-0.49,0.39,0.66
0.2,-0.59,0.69,0.92
0.1,-0.2,0.59,0.63
0,0,0.59,0.59
0,-0.29,0.78,0.84
0.2,-0.49,0.78,0.94
0.29,-0.59,0.78,1.02
0.2,-0.29,1.08,1.13
0.2,0,0.98,1
0.39,-0.39,0.98,1.13
-0.29,-0.39,1.27,1.36
-0.29,0.78,1.37,1.61
0,-1.08,1.18,1.59
0.29,-1.08,1.18,1.62
0.1,-0.69,1.57,1.71
0.2,-0.69,1.57,1.72
0,0.1,2.35,2.35
0.1,-0.29,1.08,1.12
0,0,1.57,1.57
0,-0.88,1.57,1.8
0,-0.98,1.08,1.46
0,-0.98,1.57,1.85
0.1,-0.59,1.96,2.05
0.1,-0.2,1.67,1.68
-0.2,-0.2,1.67,1.69
0.1,-0.2,1.37,1.39
0.29,-0.39,1.37,1.46
0,-0.39,1.57,1.62
0.1,-0.29,1.47,1.5
0.2,-0.59,1.27,1.42
0.29,-0.59,1.47,1.61
0,-0.59,1.47,1.58
0.1,0,1.47,1.47
0,-0.69,1.08,1.28
0,-0.29,1.47,1.5
0.1,-0.39,0.88,0.97
0.29,-0.2,1.08,1.13
0,-0.2,1.08,1.1
0.2,0,0.78,0.81
0.1,-0.39,0.98,1.06
0.29,-0.59,0.88,1.1
0.2,0.29,0.59,0.69
0.29,-0.69,1.47,1.65
0,0.2,0.88,0.9
0.1,0,0.78,0.79
0,-0.69,1.08,1.28
0.1,-0.49,1.27,1.37
0.2,-0.49,1.18,1.29
0.29,-0.59,1.27,1.43
0.1,-0.69,1.37,1.54
0.1,0,0.78,0.79
0.2,0,0.69,0.71
0.1,-0.29,0.98,1.03
0,-0.29,1.08,1.12
0.2,-0.49,0.98,1.11
0,-0.59,1.27,1.4
0.2,-0.2,0.98,1.02
0.1,-0.59,1.08,1.23
0.1,-0.59,0.98,1.15
0,-0.29,1.08,1.12
0.1,-0.49,0.98,1.1
0,0,0.88,0.88
0,-0.29,0.78,0.84
0.2,-0.29,0.78,0.86
0.2,-0.39,0.78,0.9
0.2,-0.49,0.88,1.03
0.1,-0.59,0.78,0.98
0.2,-0.49,0.78,0.94
0.1,-0.2,1.08,1.1
0.29,-0.78,0.98,1.29
0,-0.59,0.69,0.9
0,-0.29,0.69,0.75
0.1,-0.98,0.98,1.39
0,-0.69,1.08,1.28
0,-0.49,0.98,1.1
0,-0.69,1.37,1.53
0.2,-0.69,0.69,0.99
0.2,-0.78,1.18,1.43
0.1,-0.59,0.88,1.06
0.1,-0.59,0.69,0.91
0,-0.69,0.78,1.04
0,-0.59,0.59,0.83
0,-0.39,0.59,0.71
0.1,-0.69,0.49,0.85
0.2,-0.49,0.88,1.03
0,-0.69,0.88,1.12
0,-0.29,0.98,1.02
0.1,-0.39,0.49,0.63
0,-0.59,0.69,0.9
0.1,-0.59,0.69,0.91
0.1,-0.59,0.59,0.84
0,-0.49,0.49,0.69
0,-0.69,0.78,1.04
0,-0.29,0.88,0.93
0.29,-0.39,0.88,1.01
0,-0.39,0.98,1.06
0,-0.59,0.59,0.83
0.1,-0.39,0.1,0.42
0,-0.2,0.29,0.35
0,-0.49,0.69,0.84
0,-0.59,0.2,0.62
0,-0.59,0.59,0.83
0,-0.29,0.59,0.66
0,-0.39,0.29,0.49
0,-0.59,0.2,0.62
0.2,-0.49,0.29,0.6
0.1,-0.29,0.39,0.5
0,-0.39,0.29,0.49
-0.2,-0.29,0.2,0.4
0,-0.2,0.29,0.35
0,-0.39,0.69,0.79
0,-0.39,0.39,0.55
-0.2,-0.39,0,0.44
0,-0.2,0.49,0.53
0.1,0,0.49,0.5
0.1,-0.29,0.49,0.58
-0.2,0,0.29,0.35
0,0,0.29,0.29
0,0,0,0
0,0,0.29,0.29
0,0,0.39,0.39
0.1,-0.49,0.1,0.51
-0.2,-0.2,0.39,0.48
0,0,0.29,0.29
0,-0.2,0.29,0.35
0,0,0.39,0.39
0,-0.39,0.29,0.49
0,-0.29,0.29,0.42
0,-0.49,0.49,0.69
0,0,0.29,0.29
0,-0.49,0.69,0.84
0,-0.39,0.1,0.4
-0.2,-0.2,0.49,0.56
0,-0.39,0.39,0.55
0,-0.29,0.1,0.31
0,-0.49,0.29,0.57
0,-0.39,0.29,0.49
0,-0.39,0.29,0.49
0,-0.49,0.49,0.69
0,-0.49,0,0.49
0,-0.29,0.49,0.57
0,-0.49,0.2,0.53
0,-0.29,0.2,0.35
0,0,0,0
0,-0.2,0.29,0.35
0,0,0.39,0.39
0,-0.39,0.1,0.4
-0.2,-0.49,0.2,0.56
0,-0.39,0.29,0.49
0,-0.59,0.1,0.6
0,-0.2,0.29,0.35
0,-0.2,0.39,0.44
-0.39,-0.39,0.49,0.74
0,0,0.2,0.2
0,-0.59,0,0.59
-0.2,-0.2,0.1,0.29
0,0,0.29,0.29
0,-0.39,0.39,0.55
0,-0.49,0.49,0.69
0,0,0.78,0.78
0,-0.29,0.59,0.66
0,-0.69,0.29,0.75
0,-0.39,0.39,0.55
0,-0.39,0.39,0.55
-0.39,-0.49,0.2,0.66
0,-0.39,0.29,0.49
-0.2,-0.49,0.29,0.6
0,-0.59,0.78,0.98
0,-0.39,0.2,0.44
0,-0.49,0.2,0.53
-0.29,-0.2,0,0.35
0,-0.29,0,0.29
0,-0.69,0.29,0.75
0,-0.39,0,0.39
-0.2,-0.39,0.29,0.53
0,-0.59,0.2,0.62
0,-0.59,0.1,0.6
0,-0.2,0.29,0.35
-0.2,-0.39,0.2,0.48
0,-0.39,0.39,0.55
-0.2,-0.39,0.29,0.53
0,-0.78,0.39,0.88
0,-0.2,0.2,0.28
-0.2,-0.29,0.78,0.86
0,-0.59,0.39,0.71
-0.39,-0.39,0.39,0.68
-0.29,-0.59,0,0.66
0,-0.39,0.39,0.55
0,-0.29,0.39,0.49
-0.2,-0.69,0.39,0.81
0,-0.39,0.49,0.63
0,-0.2,0.49,0.53
0,-0.59,0.69,0.9
0,-0.39,0.29,0.49
0,-0.39,0.69,0.79
-0.39,-0.29,0.49,0.69
-0.39,-0.59,0.39,0.81
-0.2,-0.29,0.59,0.69
-0.2,-0.59,0.39,0.73
-0.29,-0.59,0.49,0.82
0,-0.59,0.2,0.62
0,-0.49,0.49,0.69
-0.39,-0.59,0.29,0.77
0,-0.59,0.29,0.66
-0.2,-0.59,0.39,0.73
-0.39,-0.49,0.39,0.74
-0.29,-0.78,0.69,1.08
0,-0.49,0.29,0.57
-0.2,0,0.59,0.62
-0.29,-0.29,0.29,0.51
0,-0.59,0.39,0.71
-0.29,-0.2,0,0.35
0,-0.49,0.39,0.63
0,-0.39,0.59,0.71
0,-0.78,0.59,0.98
0,0,0.39,0.39
-0.2,-0.39,0.59,0.73
-0.29,-0.2,0.49,0.6
-0.2,-0.39,0.69,0.81
-0.39,-1.08,0.88,1.45
-0.2,-0.78,0.59,1
0,-0.39,0.2,0.44
-0.49,-0.39,0.49,0.8
0,-0.49,0.78,0.92
0,-0.39,0.39,0.55
0,-0.29,0.69,0.75
-0.39,0,0.69,0.79
-0.39,-0.49,0.78,1
-0.2,-0.59,0.59,0.85
-0.29,-0.49,0.49,0.75
-0.2,0,0.69,0.71
-0.2,-0.49,0.59,0.79
0,-0.39,0.29,0.49
0,-0.49,0.59,0.77
0,-0.29,0.39,0.49
-0.2,-0.2,0.88,0.92
0,-0.29,0.29,0.42
0,-0.39,0.69,0.79
0,-0.29,0.59,0.66
-0.39,-0.49,0.69,0.93
-0.29,0,0.39,0.49
-0.2,-0.39,0.49,0.66
0,-0.39,0.29,0.49
-0.39,-0.39,0.69,0.88
0,-0.59,0.78,0.98
-0.29,-0.59,0.49,0.82
-0.39,-0.29,0.49,0.69
-0.39,-0.49,0.29,0.69
0,0,0.49,0.49
0,-0.1,0,0.1
0,-0.29,0.69,0.75
-0.39,-0.39,0.49,0.74
-0.2,-0.29,0.29,0.46
-0.29,-0.39,0.2,0.53
0,0,0.29,0.29
-0.39,0,0.1,0.4
-0.2,-0.29,0.29,0.46
0,0,0.1,0.1
-0.2,-0.29,0.29,0.46
-0.2,-0.39,0.2,0.48
-0.2,-0.29,0.2,0.4
-0.49,0,0.1,0.5
0,-0.2,0,0.2
-0.29,-0.29,0,0.42
-0.39,-0.29,0,0.49
-0.29,-0.29,0,0.42
-0.2,-0.39,0,0.44
-0.29,-0.29,0,0.42
-0.2,-0.39,0,0.44
0,-0.2,0,0.2
-0.39,0,0,0.39
-0.39,0,-0.39,0.55
-0.29,0,-0.49,0.57
-0.2,-0.29,-0.69,0.77
0.39,-1.18,-0.29,1.27
-0.98,-0.29,-1.27,1.63
-0.69,-0.69,-1.27,1.6
0,-0.78,-0.78,1.11
-0.69,-0.49,-1.08,1.37
-0.49,-0.29,0.69,0.89
0,-0.2,-1.18,1.19
0,0,-0.49,0.49
0,0,-0.98,0.98
-0.29,-0.49,-0.88,1.05
-0.49,-0.39,-0.98,1.16
0,-0.49,-0.29,0.57
0,-0.39,-0.98,1.06
-0.39,-0.29,-0.29,0.57
-0.29,-0.39,-0.39,0.63
0.1,0,-0.88,0.89
-0.2,-0.49,-0.98,1.11
-0.59,-0.29,-0.69,0.95
-0.29,-0.39,-0.69,0.84
0,-0.39,-0.78,0.88
0.1,-0.59,-0.39,0.71
0,-0.59,-0.78,0.98
0,-0.39,-0.49,0.63
0.1,0,-0.78,0.79
0,-0.29,-0.78,0.84
-0.49,-0.2,-0.69,0.87
0,-0.39,-0.69,0.79
0,-0.39,0,0.39
0,-0.49,-0.29,0.57
0,0,-0.69,0.69
-0.29,-0.2,-0.59,0.69
0,-0.39,-0.88,0.96
0.1,-0.49,-1.37,1.46
0.1,-0.49,-0.49,0.7
0,-0.49,-0.88,1.01
0,-0.39,-0.88,0.96
0,-0.49,-0.69,0.84
0,-0.49,-0.39,0.63
0.29,-0.39,-0.69,0.84
0.1,-0.29,-0.39,0.5
0.2,-0.39,-0.59,0.73
0.1,-0.29,-0.69,0.75
0,-0.59,-0.39,0.71
0.1,-0.59,-0.88,1.06
0.1,-0.39,-0.78,0.88
0,-0.2,-0.59,0.62
0.29,-0.29,0,0.42
0.49,-0.49,-0.69,0.97
0.1,-0.29,-0.78,0.84
0.39,-0.49,-0.69,0.93
0.39,-0.49,-0.59,0.86
0.2,-0.69,-0.78,1.06
0.39,-0.69,-0.69,1.05
0.29,-0.49,-0.39,0.69
0.39,-0.39,-0.69,0.88
0.59,-0.69,-0.49,1.03
0.39,-0.59,-0.29,0.77
0.49,-0.59,-0.98,1.24
0.39,-0.88,-0.39,1.04
0.39,-0.49,-0.39,0.74
0.59,-0.59,-0.88,1.21
0.39,-0.59,-0.78,1.06
0.59,-0.78,-0.69,1.2
0.69,-0.78,-0.49,1.15
0.78,-0.39,-0.69,1.11
0.78,-0.29,-0.49,0.97
0.88,-0.39,-0.59,1.13
0.88,-0.2,-0.59,1.08
0.88,-0.78,-0.49,1.28
0.69,-0.49,0,0.84
0.98,-0.49,-0.69,1.29
0.88,-0.39,-0.78,1.24
1.08,-0.49,-0.39,1.25
0.78,-0.39,0,0.88
1.18,0,2.25,2.54
19.5,91.79,149.3,176.34
1.76,16.16,-37.03,40.44
-19.99,28.21,-35.86,49.81
-31.45,-31.25,12.25,45.99
14.6,-2.55,-6.37,16.13
-4.21,-3.92,-15.28,16.33
-18.03,-1.67,5.29,18.86
16.85,2.84,1.27,17.14
7.64,46.93,22.24,52.49
2.16,-2.74,-4.11,5.39
5.09,-13.81,-2.74,14.98
7.25,0.88,-2.06,7.59
-1.27,2.45,-0.59,2.82
-2.74,2.74,-4.7,6.1
3.23,1.86,0.98,3.86
-1.47,-0.49,-0.78,1.74
2.45,0.39,-2.06,3.22
0,-1.67,0,1.67
0.69,-2.25,-0.29,2.37
0.49,0.2,0,0.53
0.2,0,0.1,0.22
0.98,1.37,0.2,1.7
1.47,-0.29,-3.62,3.92
-4.51,1.96,1.37,5.1
1.86,-2.65,-0.59,3.29
0.98,-0.59,-0.69,1.33
-3.13,-0.29,-2.94,4.31
0,0,0.39,0.39
0,1.37,0.29,1.4
-1.08,-2.16,0.39,2.44
-0.59,0.98,-3.04,3.24
0.69,-1.08,0,1.28
-4.9,45.75,80.43,92.66
-6.56,-8.62,20.87,23.51
0.29,-2.06,-6.17,6.51
2.74,0.49,-3.13,4.19
-11.46,7.64,-7.84,15.85
-5.49,-1.96,6.27,8.56
3.62,-0.39,8.91,9.63
-2.84,0,2.35,3.69
3.82,-2.94,-3.13,5.75
-0.78,-1.67,-2.16,2.83
3.62,-2.45,3.33,5.5
-1.57,-3.53,-5.39,6.63
0.49,-2.35,1.37,2.77
-1.27,-1.27,1.67,2.45
2.35,-1.96,-1.86,3.58
-0.78,1.27,2.74,3.12
-0.59,1.08,-0.39,1.29
1.96,-2.94,-1.47,3.83
0.69,-1.57,1.57,2.32
0.29,-0.29,0.29,0.51
0.1,0.39,0.49,0.63
0.59,-0.2,0.88,1.08
0.39,-0.59,0.59,0.92
-0.29,0,0.69,0.75
-0.29,-0.2,0.39,0.53
0.59,-0.39,0.39,0.81
0,-0.88,0.29,0.93
0,-0.78,0.98,1.25
0.29,-0.39,0.98,1.1
0,0,0.78,0.78
0.29,0,0.69,0.75
0.39,0,0,0.39
0,-0.59,0.49,0.77
0.1,-0.39,0.78,0.88
0.1,-0.78,0.88,1.18
0,0.1,0.98,0.98
0.1,-0.39,0.69,0.8
0.2,-0.29,0.2,0.4
0.1,0,0.49,0.5
0.39,-0.29,0.2,0.53
0,-0.49,0.88,1.01
0,-0.78,0.88,1.18
0.2,-0.29,0.69,0.77
0,-0.39,0.78,0.88
0,-0.39,0.2,0.44
0.1,-0.2,0.69,0.72
0,-0.59,0.69,0.9
0.29,-0.49,0.69,0.89
0.2,-0.29,0.98,1.04
0.2,-0.29,0.69,0.77
0.29,-0.29,0.49,0.64
0,-0.2,0.29,0.35
0,-0.2,0.78,0.81
0.2,-0.2,0.59,0.65
0,-0.39,0.39,0.55
0.1,-0.2,0.59,0.63
0,-0.59,0.88,1.06
0.1,-0.2,0.69,0.72
0.2,-0.39,0.88,0.98
0,-0.78,0.29,0.84
0.1,-0.39,0.98,1.06
-0.2,-0.59,0.78,1
0,-0.39,0.49,0.63
0,-0.2,0.69,0.71
0.1,-0.59,0.39,0.71
0.1,-0.49,0.59,0.77
0.1,0,0.88,0.89
0,-0.49,0.88,1.01
0.1,-0.2,0.39,0.45
0.1,-0.59,0.59,0.84
0,-0.49,0.59,0.77
0,0,0.59,0.59
0,-0.39,0.78,0.88
0.2,-0.39,0.98,1.07
0.29,-0.78,0.49,0.97
0,-0.2,0.69,0.71
0,-0.49,0.49,0.69
0,-0.29,0.69,0.75
0.1,-0.49,0.88,1.01
0,-0.69,0.69,0.97
0.2,-0.49,0.88,1.03
0,-0.2,0.39,0.44
0.1,-0.2,0.49,0.54
0,0,0.49,0.49
0.1,-0.29,0.49,0.58
0,-0.59,1.08,1.23
0.1,-0.2,0.29,0.37
0.1,-0.59,0.39,0.71
0,-0.59,0.59,0.83
0.2,-0.29,0.69,0.77
0,-0.39,0.69,0.79
0.1,-0.2,0.59,0.63
0.1,-0.49,0.69,0.85
0.2,-0.39,0.49,0.66
0.1,-0.49,0.78,0.93
0.2,-0.49,0.59,0.79
0,-0.39,0.78,0.88
0,-0.39,0.29,0.49
0.2,-0.29,0.49,0.6
0.1,-0.78,0.59,0.98
0.1,-0.39,0.78,0.88
0.1,-0.39,0.69,0.8
0.1,-0.59,0.78,0.98
0,-0.49,0.78,0.92
0.1,-0.29,0.78,0.84
0,-0.39,0.78,0.88
0.2,-0.39,0.59,0.73
0.1,-0.29,0.88,0.93
0.1,-0.39,0.39,0.56
0,-0.49,0.59,0.77
0,-0.39,0.2,0.44
0.1,-0.49,0.49,0.7
0.1,-0.29,0.98,1.03
0,-0.39,0.59,0.71
0,-0.2,0.78,0.81
0.1,-0.49,0.49,0.7
0,-0.39,0.49,0.63
0,-0.49,0.88,1.01
0,-0.59,0.59,0.83
0.2,-0.49,0.49,0.72
0.1,-0.59,0.88,1.06
0.1,-0.39,0.59,0.71
0.2,-0.78,0.39,0.9
0.29,-0.49,0.78,0.97
0.1,-0.2,0.59,0.63
0,-0.59,0.69,0.9
0,-0.59,0.49,0.77
0,-0.29,0.59,0.66
0,-0.2,0.39,0.44
0.2,-0.69,0.88,1.13
0,-0.2,0.49,0.53
0.2,-0.39,0.88,0.98
0.29,-0.39,0.59,0.77
0,-0.29,0.88,0.93
0.2,-0.39,0.49,0.66
0,-0.29,0.59,0.66
0.29,-0.69,0.78,1.08
0,-0.49,0.69,0.84
0.1,-0.39,0.98,1.06
0,-0.2,0.39,0.44
0.2,-0.39,0.69,0.81
0.1,-0.78,1.08,1.34
0,-0.49,0.69,0.84
0.1,0,0.2,0.22
0,-0.39,0.88,0.96
0.29,-0.39,0.59,0.77
0,-0.39,0.59,0.71
0.1,-0.59,0.39,0.71
0.1,-0.29,0.59,0.66
0,-0.59,0.49,0.77
0.29,-0.39,0.49,0.69
0.1,-0.29,0.59,0.66
0,-0.29,0.78,0.84
0,-0.69,0.78,1.04
0.1,-0.29,0.59,0.66
0.29,-0.59,0.39,0.77
0,-0.39,0.59,0.71
0.1,-0.49,0.59,0.77
0,-0.39,0.59,0.71
0.1,-0.29,0.88,0.93
0.1,-0.39,0.59,0.71
0.2,-0.2,0.69,0.74
0,-0.39,0.59,0.71
0.2,-0.69,0.69,0.99
0,-0.69,0.98,1.2
0,-0.59,0.69,0.9
0,-0.49,0.59,0.77
0,-0.39,0.59,0.71
0.29,-0.59,0.59,0.88
0.29,-0.39,0.39,0.63
0,-0.59,0.59,0.83
0,-0.88,0.59,1.06
0.1,-0.2,0.69,0.72
0.1,-0.39,0.39,0.56
0,-0.29,0.49,0.57
0,-0.39,0.59,0.71
0,-0.39,0.59,0.71
0.1,-0.59,0.88,1.06
0,-0.2,0.78,0.81
0.1,-0.59,0.39,0.71
0,-0.39,0.78,0.88
0.1,-0.29,0.59,0.66
0.2,-0.39,0.39,0.59
0,-0.49,0.78,0.92
0.2,-0.39,0.59,0.73
0,-0.49,0.59,0.77
0,-0.49,0.59,0.77
0.1,-0.49,0.69,0.85
0.1,-0.39,0.69,0.8
0,-0.39,0.78,0.88
0,-0.39,0.59,0.71
0,-0.49,0.49,0.69
0,-0.49,0.49,0.69
0.1,-0.39,0.78,0.88
0.2,-0.2,0.29,0.4
0.2,-0.29,0.78,0.86
0.2,-0.59,0.69,0.92
0.2,-0.39,0.69,0.81
0.1,-0.49,0.59,0.77
0,-0.39,0.78,0.88
0.1,-0.59,0.29,0.66
0.1,-0.59,0.88,1.06
0,-0.29,0.88,0.93
0,-0.78,0.49,0.92
0,-0.39,0.69,0.79
0.1,0,0.59,0.6
0.1,-0.49,0.88,1.01
0,-0.59,0.78,0.98
0.1,-0.49,0.69,0.85
0,-0.39,0.88,0.96
0.1,-0.29,0.78,0.84
0,-0.29,0.59,0.66
0.2,-0.49,0.49,0.72
0,-0.39,0.39,0.55
0,0,0.78,0.78
0,-0.2,0.49,0.53
0.1,-0.49,0.49,0.7
0.1,-0.39,0.69,0.8
0.1,-0.59,0.69,0.91
0,-0.29,0.78,0.84
0.29,-0.49,0.78,0.97
0.29,-0.39,0.69,0.84
0.1,-0.69,0.78,1.05
0,-0.39,0.49,0.63
0.2,-0.69,0.49,0.87
0.1,-0.69,0.78,1.05
0,-0.49,0.49,0.69
0.1,-0.29,0.49,0.58
